Case Number,Case Open Date,Case Close Date,Case Year,Case Sub-Type,Address Zip Code
20131224,10/07/2013,11/07/2013,2013,Residential   El  Amplification Equip,20850
7682,08/08/1997,04/20/1998,1997,Industrial/commercial   Equipment Noise,20816
20182535,11/21/2018,02/21/2019,2018,Residential Muti Tenant Dwelling,20886
13483,09/22/2003,10/24/2003,2003,Residential   Mechanical,20816
20171553,05/11/2017,06/19/2017,2017,Residential Muti Tenant Dwelling,20872
20241314,03/06/2024,06/07/2024,2024,Waiver Request,20814
9709,04/01/1998,03/02/1999,1998,Residential   Motor Vehicle Noise,20854
20191431,04/02/2019,06/14/2019,2019,Residential Muti Tenant Dwelling,20904
22785,12/28/2009,03/26/2010,2009,Residential   Mechanical,20876
10422,09/08/1998,09/16/1998,1998,Industrial/commercial   Equipment Noise,20902
20162229,09/14/2016,10/05/2016,2016,Noise Industrial/commercial   Leaf Blower Noise,20815
20212241,08/10/2021,10/01/2021,2021,Industrial/commercial   Equipment Noise,20910
20191977,06/19/2019,08/22/2019,2019,Waiver Request,20854
20151900,07/13/2015,08/31/2015,2015,Residential   Mechanical,20814
2013610,06/05/2013,06/17/2013,2013,Residential   El  Amplification Equip,20902
24465,03/07/2011,05/17/2011,2011,Residential Muti Tenant Dwelling,20866
20222282,09/26/2022,10/19/2022,2022,Residential   El  Amplification Equip,20853
20211401,03/22/2021,04/06/2021,2021,Residential House/yard,20815
138,01/05/2000,01/31/2000,2000,Residential   El  Amplification Equip,20877
20182643,12/17/2018,05/19/2019,2018,Waiver Request,20910
20131540,12/23/2013,03/12/2014,2013,Waiver Request,20814
14867,06/24/2004,12/13/2004,2004,Residential   El  Amplification Equip,20874
20232025,07/31/2023,08/30/2023,2023,Residential   Construction/repair/demolition,20902
1991920205,08/14/1991,09/04/1991,1991,Noise Industrial/commercial   Leaf Blower Noise,20832
1990900765,03/12/1990,03/21/1990,1990,Noise Industrial/commercial   Leaf Blower Noise,20879
20212653,11/02/2021,12/06/2021,2021,Industrial/commercial  construction/repair/demolit,20852
20162165,08/26/2016,09/22/2016,2016,Industrial/commercial  construction/repair/demolit,20814
19672,10/29/2007,11/13/2007,2007,Residential   Mechanical,20906
20151629,05/11/2015,08/18/2015,2015,Industrial/commercial   Electrical Amp Equip,20902
12269,01/31/2003,02/25/2003,2003,Industrial/commercial   Equipment Noise,20886
20222345,10/10/2022,10/12/2022,2022,Noise Industrial/commercial   Leaf Blower Noise,20906
20232519,11/15/2023,03/07/2024,2023,Waiver Request,20842
20242445,10/15/2024,10/30/2024,2024,Industrial/commercial   Electrical Amp Equip,20874
23764,08/27/2010,09/14/2010,2010,Residential   Mechanical,20906
20212418,09/20/2021,10/11/2021,2021,Industrial/commercial   Electrical Amp Equip,20850
9660,03/24/1998,03/30/1998,1998,Residential House/yard,20879
20181605,04/23/2018,01/18/2019,2018,Waiver Request,20910
21561,04/08/2009,04/13/2009,2009,Industrial/commercial  construction/repair/demolit,20903
13308,08/15/2003,08/29/2003,2003,Industrial/commercial   Equipment Noise,20905
1072,10/06/2000,12/20/2000,2000,Industrial/commercial  construction/repair/demolit,20852
20151758,06/10/2015,08/28/2015,2015,Industrial/commercial   Electrical Amp Equip,20910
7982,12/24/1997,01/29/1998,1997,Residential House/yard,20853
20202313,08/13/2020,08/24/2020,2020,Residential   Construction/repair/demolition,20871
20221665,05/23/2022,07/19/2022,2022,Residential   El  Amplification Equip,20906
20192491,10/02/2019,10/03/2019,2019,Residential Muti Tenant Dwelling,20902
24839,05/10/2011,05/25/2011,2011,Industrial/commercial   Equipment Noise,20895
20242112,08/05/2024,11/07/2024,2024,Waiver Request,20814
7849,09/16/1997,09/29/1997,1997,Industrial/commercial  construction/repair/demolit,20876
20202507,09/24/2020,02/12/2021,2020,Waiver Request,20814
20222010,07/26/2022,08/15/2022,2022,Residential   Construction/repair/demolition,20817
20221668,05/24/2022,06/01/2022,2022,Industrial/commercial  construction/repair/demolit,20910
20212558,10/13/2021,10/25/2021,2021,Industrial/commercial   Refuse Noise Collection,20855
27017,09/14/2012,12/03/2012,2012,Residential   Motor Vehicle Noise,20850
20231730,06/05/2023,07/11/2023,2023,Industrial/commercial   Equipment Noise,20882
20151123,02/18/2015,04/30/2015,2015,Industrial/commercial  construction/repair/demolit,20814
20182606,12/10/2018,09/13/2019,2018,Industrial/commercial   Electrical Amp Equip,20879
20231773,06/13/2023,06/26/2023,2023,Residential   El  Amplification Equip,20854
5639,04/08/1996,06/03/1996,1996,Residential   El  Amplification Equip,20850
20231621,05/15/2023,04/02/2024,2023,Industrial/commercial  construction/repair/demolit,20910
20232585,11/30/2023,01/03/2024,2023,Noise Industrial/commercial   Leaf Blower Noise,20816
20460,06/11/2008,08/07/2008,2008,Residential   El  Amplification Equip,20852
20182613,12/10/2018,01/16/2019,2018,Industrial/commercial   Electrical Amp Equip,20906
20241868,06/21/2024,07/16/2024,2024,Noise Industrial/commercial   Leaf Blower Noise,20817
25522,09/30/2011,10/04/2011,2011,Industrial/commercial  construction/repair/demolit,20814
20202606,10/12/2020,10/20/2020,2020,Residential   El  Amplification Equip,20906
27040,09/20/2012,11/05/2012,2012,Residential   Construction/repair/demolition,20817
2319,11/05/2001,11/07/2001,2001,Industrial/commercial   Equipment Noise,20850
20172446,11/06/2017,01/11/2018,2017,Industrial/commercial  construction/repair/demolit,20874
20202937,12/23/2020,01/12/2021,2020,Noise Industrial/commercial   Leaf Blower Noise,20841
20222473,11/14/2022,12/06/2022,2022,Industrial/commercial  construction/repair/demolit,20816
20172515,11/21/2017,12/11/2017,2017,Industrial/commercial   Refuse Noise Collection,20855
26906,08/21/2012,12/18/2012,2012,Industrial/commercial   Electrical Amp Equip,20850
20161576,06/03/2016,06/15/2016,2016,Industrial/commercial  construction/repair/demolit,20861
10891,03/08/2004,03/19/2004,2004,Industrial/commercial   Equipment Noise,20910
13443,09/10/2003,09/25/2003,2003,Residential   Motor Vehicle Noise,20874
20241490,04/08/2024,09/12/2024,2024,Industrial/commercial  construction/repair/demolit,20901
2013155,01/30/2013,04/23/2013,2013,Industrial/commercial   Equipment Noise,20814
20211648,04/29/2021,06/21/2021,2021,Residential Muti Tenant Dwelling,20851
20231045,01/12/2023,05/10/2023,2023,Residential   El  Amplification Equip,20886
20171657,06/05/2017,06/30/2017,2017,Industrial/commercial   Equipment Noise,20854
20232289,09/21/2023,10/10/2023,2023,Industrial/commercial   Equipment Noise,20910
20201940,05/28/2020,06/15/2020,2020,Residential   Construction/repair/demolition,20815
20212779,11/29/2021,12/20/2021,2021,Industrial/commercial   Electrical Amp Equip,20910
10661,11/23/1998,12/02/1998,1998,Industrial/commercial   Equipment Noise,20852
22723,12/03/2009,07/20/2010,2009,Residential   El  Amplification Equip,20904
20211559,04/13/2021,04/20/2021,2021,Industrial/commercial  construction/repair/demolit,20879
20152374,10/28/2015,11/05/2015,2015,Industrial/commercial   Refuse Noise Collection,20910
20131200,09/30/2013,11/22/2013,2013,Industrial/commercial  construction/repair/demolit,20895
20181263,03/07/2018,06/18/2018,2018,Industrial/commercial  construction/repair/demolit,20854
9534,02/18/1998,06/30/1998,1998,Residential House/yard,20832
5607,04/03/1996,05/31/1996,1996,Residential   El  Amplification Equip,20903
20152104,08/26/2015,09/14/2015,2015,Residential   Construction/repair/demolition,20871
20201424,03/25/2020,04/07/2020,2020,Residential   El  Amplification Equip,20854
20232269,09/18/2023,10/17/2023,2023,Residential   Construction/repair/demolition,20886
20232299,09/25/2023,01/16/2024,2023,Waiver Request,20814
2014650,05/09/2014,06/05/2014,2014,Waiver Request,20854
7691,08/12/1997,08/22/1997,1997,Industrial/commercial  construction/repair/demolit,20854
20221571,05/02/2022,06/09/2022,2022,Residential   El  Amplification Equip,20817
20192752,12/02/2019,01/03/2020,2019,Residential   Mechanical,20879
20172079,08/03/2017,09/07/2017,2017,Industrial/commercial   Electrical Amp Equip,20814
8483,08/30/1999,03/03/2000,1999,Residential House/yard,20874
20152388,11/02/2015,02/16/2016,2015,Waiver Request,20852
9939,06/24/1998,06/30/1998,1998,Industrial/commercial  construction/repair/demolit,20817
694,07/13/2000,07/19/2000,2000,Industrial/commercial   Equipment Noise,20902
20231792,06/15/2023,09/11/2023,2023,Noise Industrial/commercial   Leaf Blower Noise,20901
20222099,08/15/2022,08/29/2022,2022,Residential   Construction/repair/demolition,20814
19340,07/27/2007,08/30/2007,2007,Industrial/commercial  construction/repair/demolit,20901
20242263,09/09/2024,09/17/2024,2024,Residential   El  Amplification Equip,20874
20232370,10/10/2023,11/22/2024,2023,Industrial/commercial   Electrical Amp Equip,20895
20151814,06/18/2015,07/14/2015,2015,Industrial/commercial   heat Pump/ac Noise,20817
20171183,02/21/2017,05/23/2017,2017,Industrial/commercial   Refuse Noise Collection,20906
20161432,05/03/2016,05/09/2016,2016,Industrial/commercial   Equipment Noise,20814
20201921,05/26/2020,06/09/2020,2020,Residential Muti Tenant Dwelling,20906
4611,06/30/1995,07/18/1995,1995,Residential   El  Amplification Equip,20817
20151741,06/04/2015,07/18/2016,2015,Residential   Mechanical,20902
20231485,04/17/2023,05/01/2023,2023,Residential   Motor Vehicle Noise,20871
20192403,09/18/2019,01/03/2020,2019,Waiver Request,20854
25542,10/07/2011,11/08/2011,2011,Industrial/commercial  construction/repair/demolit,20850
20822,09/16/2008,01/21/2009,2008,Industrial/commercial   Equipment Noise,20815
20131095,09/03/2013,09/23/2013,2013,Residential   Construction/repair/demolition,20814
20212216,08/05/2021,09/16/2021,2021,Industrial/commercial  construction/repair/demolit,20895
20182383,10/10/2018,02/25/2019,2018,Noise Industrial/commercial   Leaf Blower Noise,20815
20151468,04/17/2015,06/09/2015,2015,Industrial/commercial   Electrical Amp Equip,20877
26075,03/02/2012,03/27/2012,2012,Residential Muti Tenant Dwelling,20874
2013718,06/17/2013,07/10/2013,2013,Residential   Mechanical,20852
20222577,12/14/2022,01/10/2023,2022,Residential Muti Tenant Dwelling,20910
20231280,03/07/2023,05/02/2023,2023,Noise Industrial/commercial   Leaf Blower Noise,20901
20152014,08/03/2015,08/19/2015,2015,Residential Muti Tenant Dwelling,20876
8090,12/04/1997,01/28/1998,1997,Residential House/yard,20879
20060,03/12/2008,05/16/2008,2008,Industrial/commercial  construction/repair/demolit,20815
12169,12/23/2002,12/17/2004,2002,Industrial/commercial   Equipment Noise,20854
20201764,05/11/2020,06/18/2020,2020,Noise Industrial/commercial   Leaf Blower Noise,20879
25412,09/06/2011,09/19/2011,2011,Residential   Mechanical,20853
12168,12/20/2002,12/30/2002,2002,Industrial/commercial   Electrical Amp Equip,20902
20222033,08/01/2022,12/09/2022,2022,Industrial/commercial   Electrical Amp Equip,20910
20211569,04/14/2021,06/28/2021,2021,Noise Industrial/commercial   Leaf Blower Noise,20895
13536,10/02/2003,09/22/2004,2003,Residential   Mechanical,20895
20151126,02/19/2015,03/16/2015,2015,Residential Muti Tenant Dwelling,20910
20141313,10/08/2014,12/15/2014,2014,Industrial/commercial   Equipment Noise,20817
20162013,07/28/2016,09/08/2016,2016,Residential Muti Tenant Dwelling,20872
20172376,10/16/2017,11/02/2017,2017,Residential Muti Tenant Dwelling,20853
10355,08/19/1998,08/27/1998,1998,Residential House/yard,20814
20251018,01/07/2025,01/22/2025,2025,Residential Muti Tenant Dwelling,20815
23859,09/21/2010,02/02/2011,2010,Industrial/commercial  construction/repair/demolit,20852
2013112,01/22/2013,01/25/2013,2013,Industrial/commercial   Equipment Noise,20854
2013536,05/16/2013,07/15/2013,2013,Residential   El  Amplification Equip,20837
26536,06/18/2012,07/23/2012,2012,Residential House/yard,20906
20231769,06/12/2023,07/05/2023,2023,Residential   El  Amplification Equip,20850
20161306,04/01/2016,04/29/2016,2016,Residential Muti Tenant Dwelling,20854
20221100,01/31/2022,03/01/2022,2022,Industrial/commercial  construction/repair/demolit,20854
20201426,03/26/2020,04/02/2020,2020,Industrial/commercial  construction/repair/demolit,20852
24666,04/15/2011,06/22/2011,2011,Residential   Motor Vehicle Noise,20879
27458,01/02/2013,01/03/2013,2013,Residential   Construction/repair/demolition,20817
20251448,04/01/2025,,2025,Industrial/commercial  construction/repair/demolit,20817
21888,06/22/2009,07/14/2009,2009,Residential   El  Amplification Equip,20853
20151570,04/30/2015,05/11/2015,2015,Residential   Construction/repair/demolition,20817
2014854,06/11/2014,06/12/2014,2014,Industrial/commercial   Equipment Noise,20910
20161264,03/23/2016,07/07/2016,2016,Industrial/commercial   Equipment Noise,20814
98,05/25/2000,06/13/2000,2000,Industrial/commercial  construction/repair/demolit,20874
20211728,05/13/2021,06/17/2021,2021,Noise Industrial/commercial   Leaf Blower Noise,20855
20212032,07/02/2021,10/25/2021,2021,Residential   El  Amplification Equip,20853
7880,09/22/1997,10/10/1997,1997,Industrial/commercial  construction/repair/demolit,20832
20211402,03/22/2021,04/05/2021,2021,Residential Muti Tenant Dwelling,20906
20222563,12/12/2022,01/30/2023,2022,Industrial/commercial   Refuse Noise Collection,20814
20162001,07/27/2016,08/04/2016,2016,Residential   Construction/repair/demolition,20815
22593,10/29/2009,01/13/2010,2009,Residential   El  Amplification Equip,20906
2014406,03/31/2014,04/16/2014,2014,Industrial/commercial   Equipment Noise,20852
20241684,05/16/2024,10/02/2024,2024,Industrial/commercial   Equipment Noise,20853
20212783,11/30/2021,12/13/2021,2021,Residential   El  Amplification Equip,20902
20212353,09/07/2021,11/02/2021,2021,Residential   El  Amplification Equip,20851
20182195,08/24/2018,09/18/2018,2018,Industrial/commercial  construction/repair/demolit,20904
20181088,01/29/2018,02/23/2018,2018,Residential Muti Tenant Dwelling,20878
20221324,03/21/2022,04/01/2022,2022,Industrial/commercial   Electrical Amp Equip,20850
12173,12/23/2002,02/24/2003,2002,Industrial/commercial   Equipment Noise,20815
20251129,02/10/2025,02/28/2025,2025,Residential Muti Tenant Dwelling,20817
8377,03/16/1999,03/27/2000,1999,Industrial/commercial   Equipment Noise,20814
6672,12/30/1996,02/28/1997,1996,Industrial/commercial   Equipment Noise,20814
20131009,08/02/2013,01/08/2014,2013,Industrial/commercial   Electrical Amp Equip,20814
20221719,06/02/2022,06/14/2022,2022,Industrial/commercial  construction/repair/demolit,20814
20241396,03/19/2024,05/14/2024,2024,Waiver Request,20852
732,07/20/2000,07/27/2000,2000,Industrial/commercial   Equipment Noise,20814
20172596,12/12/2017,01/09/2018,2017,Industrial/commercial  construction/repair/demolit,20872
20151121,02/18/2015,02/23/2015,2015,Residential Muti Tenant Dwelling,20850
27089,10/01/2012,11/13/2012,2012,Industrial/commercial   Equipment Noise,20910
1864,05/29/2001,06/07/2001,2001,Industrial/commercial   Equipment Noise,20832
20191894,06/03/2019,06/21/2019,2019,Industrial/commercial  construction/repair/demolit,20895
20241702,05/21/2024,10/01/2024,2024,Waiver Request,20815
20182484,11/05/2018,12/19/2018,2018,Residential Muti Tenant Dwelling,20901
19071,05/22/2007,08/03/2007,2007,Residential   El  Amplification Equip,20874
15136,08/12/2004,11/26/2004,2004,Residential   Motor Vehicle Noise,20903
20131131,09/09/2013,10/08/2013,2013,Industrial/commercial   Electrical Amp Equip,20901
20171056,01/18/2017,01/24/2017,2017,Industrial/commercial   Equipment Noise,20871
20161331,04/08/2016,08/02/2016,2016,Residential   Construction/repair/demolition,20815
1990900714,02/27/1990,03/10/1990,1990,Noise Industrial/commercial   Leaf Blower Noise,20832
1054,10/04/2000,10/18/2000,2000,Residential   Construction/repair/demolition,20882
20131023,08/08/2013,12/09/2013,2013,Waiver Request,20852
20141548,12/02/2014,05/08/2015,2014,Residential   Construction/repair/demolition,20910
20152530,12/10/2015,02/24/2016,2015,Residential   Construction/repair/demolition,20841
20241885,06/24/2024,11/20/2024,2024,Waiver Request,20903
20231226,02/22/2023,04/24/2023,2023,Industrial/commercial   Electrical Amp Equip,20910
20241848,06/17/2024,10/03/2024,2024,Residential   El  Amplification Equip,20902
20192135,07/22/2019,10/30/2019,2019,Industrial/commercial  construction/repair/demolit,20910
4684,07/14/1995,09/18/1995,1995,Industrial/commercial   Electrical Amp Equip,20850
17948,07/21/2006,07/27/2006,2006,Residential   Construction/repair/demolition,20910
20171663,06/05/2017,02/28/2018,2017,Industrial/commercial   Equipment Noise,20906
17421,03/21/2006,06/19/2006,2006,Industrial/commercial  construction/repair/demolit,20815
20191993,06/24/2019,07/08/2019,2019,Residential House/yard,20879
7634,07/30/1997,09/19/1997,1997,Industrial/commercial   Equipment Noise,20855
20241194,02/12/2024,07/24/2024,2024,Residential Muti Tenant Dwelling,20874
20181387,03/28/2018,04/11/2018,2018,Industrial/commercial  construction/repair/demolit,20874
20192108,07/15/2019,07/19/2019,2019,Residential   Construction/repair/demolition,20815
20202031,06/15/2020,07/01/2020,2020,Residential   Construction/repair/demolition,20814
1428,05/02/2001,07/17/2001,2001,Industrial/commercial   Equipment Noise,20855
20202042,06/16/2020,08/06/2020,2020,Residential   El  Amplification Equip,20866
20202005,06/09/2020,07/10/2020,2020,Residential   El  Amplification Equip,20879
678,07/07/2000,10/10/2000,2000,Industrial/commercial  construction/repair/demolit,20910
25827,12/20/2011,03/22/2012,2011,Industrial/commercial   Equipment Noise,20815
24138,11/26/2010,01/19/2011,2010,Residential Muti Tenant Dwelling,20901
20141218,09/15/2014,10/08/2014,2014,Industrial/commercial   Equipment Noise,20910
20192602,10/29/2019,11/25/2019,2019,Residential Muti Tenant Dwelling,20874
20131271,10/17/2013,12/17/2013,2013,Residential Muti Tenant Dwelling,20910
25381,08/25/2011,09/20/2011,2011,Industrial/commercial   Electrical Amp Equip,20902
20181761,05/14/2018,12/14/2018,2018,Waiver Request,20910
13347,08/25/2003,10/06/2003,2003,Industrial/commercial   heat Pump/ac Noise,20816
20241805,06/10/2024,10/01/2024,2024,Industrial/commercial   Electrical Amp Equip,20850
24098,11/17/2010,02/28/2011,2010,Industrial/commercial   Electrical Amp Equip,20814
21724,05/12/2009,05/19/2009,2009,Industrial/commercial  construction/repair/demolit,20853
9364,01/01/1998,02/02/1998,1998,Residential House/yard,20902
10103,06/24/1998,09/05/1998,1998,Residential   Construction/repair/demolition,20816
12912,05/29/2003,06/13/2003,2003,Industrial/commercial  construction/repair/demolit,20814
20212109,07/15/2021,08/16/2021,2021,Industrial/commercial  construction/repair/demolit,20852
20171814,06/16/2017,07/11/2017,2017,Residential   El  Amplification Equip,20903
15077,08/02/2004,08/13/2004,2004,Residential   Construction/repair/demolition,20832
23707,08/16/2010,10/04/2010,2010,Residential   Mechanical,20817
22602,11/02/2009,11/22/2010,2009,Industrial/commercial  construction/repair/demolit,20910
20251004,01/02/2025,01/17/2025,2025,Residential   El  Amplification Equip,20910
23621,07/28/2010,09/27/2010,2010,Residential   Mechanical,20814
20231915,07/07/2023,07/26/2023,2023,Residential Muti Tenant Dwelling,20853
7771,10/14/1997,10/30/1997,1997,Industrial/commercial   Equipment Noise,20876
20172412,10/26/2017,11/13/2017,2017,Residential   Construction/repair/demolition,20850
20151006,01/05/2015,07/20/2015,2015,Residential Muti Tenant Dwelling,20850
20141018,07/21/2014,07/30/2014,2014,Industrial/commercial  construction/repair/demolit,20815
20202159,07/14/2020,08/17/2020,2020,Residential   El  Amplification Equip,20879
20161040,01/11/2016,05/20/2016,2016,Waiver Request,20815
2014423,04/03/2014,10/09/2014,2014,Residential   Mechanical,20904
20141630,12/24/2014,12/26/2014,2014,Industrial/commercial  construction/repair/demolit,20815
20171555,05/11/2017,08/28/2017,2017,Waiver Request,20814
23509,06/29/2010,11/01/2010,2010,Residential   El  Amplification Equip,20904
20502,06/19/2008,08/07/2008,2008,Residential   Mechanical,20861
20241502,04/10/2024,05/14/2024,2024,Residential House/yard,20850
23893,09/30/2010,11/10/2010,2010,Residential   El  Amplification Equip,20886
20197,04/10/2008,04/14/2008,2008,Industrial/commercial  construction/repair/demolit,20814
20201557,04/08/2020,07/13/2020,2020,Residential   El  Amplification Equip,20832
20191759,05/13/2019,05/28/2019,2019,Industrial/commercial  construction/repair/demolit,20850
20182196,08/27/2018,12/14/2018,2018,Waiver Request,20814
25523,09/30/2011,10/28/2011,2011,Industrial/commercial  construction/repair/demolit,20850
20141205,09/11/2014,10/14/2014,2014,Industrial/commercial   Equipment Noise,20901
20231612,05/12/2023,06/27/2023,2023,Residential   Mechanical,20901
20212858,12/16/2021,12/30/2021,2021,Residential Muti Tenant Dwelling,20854
8605,04/06/1999,03/14/2000,1999,Residential House/yard,20815
548,06/05/2000,09/01/2000,2000,Industrial/commercial   Equipment Noise,20910
4284,04/14/1995,04/25/1995,1995,Industrial/commercial  construction/repair/demolit,20866
20202725,11/04/2020,01/29/2021,2020,Waiver Request,20901
25242,07/15/2011,08/11/2011,2011,Residential   Construction/repair/demolition,20832
20201131,01/29/2020,08/13/2020,2020,Waiver Request,20814
20131192,09/25/2013,09/08/2014,2013,Residential   Mechanical,20817
25460,09/19/2011,12/28/2011,2011,Waiver Request,20910
20151677,05/20/2015,07/23/2015,2015,Industrial/commercial  construction/repair/demolit,20910
20201865,05/18/2020,06/30/2020,2020,Industrial/commercial   Equipment Noise,20901
7249,05/08/1997,07/01/1997,1997,Residential   El  Amplification Equip,20876
20201414,03/24/2020,04/07/2020,2020,Residential   Construction/repair/demolition,20910
20182093,07/30/2018,08/13/2018,2018,Industrial/commercial   Equipment Noise,20910
20201135,01/29/2020,02/20/2020,2020,Residential   Construction/repair/demolition,20852
23214,04/15/2010,07/01/2010,2010,Industrial/commercial   Equipment Noise,20816
9545,02/19/1998,06/17/1998,1998,Industrial/commercial  construction/repair/demolit,20878
24289,01/18/2011,02/17/2012,2011,Residential Muti Tenant Dwelling,20852
20231610,05/12/2023,06/13/2023,2023,Residential Muti Tenant Dwelling,20886
18119,09/06/2006,10/02/2006,2006,Residential   Construction/repair/demolition,20850
20232484,11/06/2023,01/12/2024,2023,Noise Industrial/commercial   Leaf Blower Noise,20815
20161083,01/27/2016,04/11/2016,2016,Residential   Mechanical,20817
17105,12/29/2005,02/24/2006,2005,Industrial/commercial   Electrical Amp Equip,20912
20241961,07/08/2024,11/25/2024,2024,Waiver Request,20814
23789,09/07/2010,09/20/2010,2010,Industrial/commercial   Electrical Amp Equip,20851
773,08/07/2000,08/11/2000,2000,Industrial/commercial  construction/repair/demolit,20895
20221008,01/03/2022,01/31/2022,2022,Industrial/commercial   Electrical Amp Equip,20910
7873,09/22/1997,10/02/1997,1997,Industrial/commercial   Refuse Noise Collection,20854
20231605,05/11/2023,10/04/2023,2023,Waiver Request,20910
20161066,01/19/2016,03/29/2016,2016,Industrial/commercial   Refuse Noise Collection,20902
20192639,11/05/2019,12/18/2019,2019,Residential Muti Tenant Dwelling,20852
22897,01/27/2010,03/26/2010,2010,Industrial/commercial   Equipment Noise,20851
20171623,05/25/2017,12/13/2017,2017,Industrial/commercial  construction/repair/demolit,20852
20232377,10/11/2023,01/24/2024,2023,Residential   Mechanical,20886
20192234,08/08/2019,09/03/2019,2019,Industrial/commercial   heat Pump/ac Noise,20816
2014198,01/30/2014,02/21/2014,2014,Residential   Construction/repair/demolition,20854
14139,02/12/2004,09/28/2004,2004,Industrial/commercial  construction/repair/demolit,20850
22648,11/12/2009,11/25/2009,2009,Industrial/commercial  construction/repair/demolit,20902
8864,07/21/1999,08/23/1999,1999,Residential   El  Amplification Equip,20906
20242437,10/14/2024,03/04/2025,2024,Industrial/commercial   Electrical Amp Equip,20910
20201687,04/28/2020,06/09/2020,2020,Industrial/commercial  construction/repair/demolit,20815
20181894,06/11/2018,06/25/2018,2018,Residential   Construction/repair/demolition,20815
25077,06/09/2011,06/16/2011,2011,Residential   El  Amplification Equip,20902
8909,08/09/1999,08/31/1999,1999,Industrial/commercial   Electrical Amp Equip,20854
10462,11/03/1998,12/02/1998,1998,Industrial/commercial   Equipment Noise,20815
20172377,10/16/2017,05/30/2018,2017,Industrial/commercial   Refuse Noise Collection,20901
695,07/14/2000,10/10/2000,2000,Industrial/commercial  construction/repair/demolit,20904
20231705,05/31/2023,07/26/2023,2023,Residential   Construction/repair/demolition,20910
20221504,04/20/2022,07/24/2023,2022,Industrial/commercial   Equipment Noise,20850
20241494,04/08/2024,04/25/2024,2024,Industrial/commercial   Equipment Noise,20850
20192702,11/18/2019,11/19/2019,2019,Industrial/commercial   Equipment Noise,20910
20201427,03/26/2020,11/01/2021,2020,Waiver Request,20852
13577,10/10/2003,10/27/2003,2003,Residential   Construction/repair/demolition,20814
10402,09/01/1998,09/18/1998,1998,Residential   Mechanical,20902
13369,08/27/2003,09/28/2004,2003,Industrial/commercial   Equipment Noise,20877
1880,05/04/2001,07/19/2001,2001,Industrial/commercial   Equipment Noise,20905
8248,05/24/1999,06/02/1999,1999,Residential   El  Amplification Equip,20879
15696,12/30/2004,01/10/2005,2004,Industrial/commercial  construction/repair/demolit,20871
20191914,06/06/2019,06/20/2019,2019,Industrial/commercial   Equipment Noise,20895
20192393,09/16/2019,09/18/2019,2019,Waiver Request,20814
2013516,05/13/2013,06/11/2013,2013,Residential   Mechanical,20855
20735,08/18/2008,10/07/2008,2008,Residential   Mechanical,20814
17607,05/01/2006,05/31/2006,2006,Residential   El  Amplification Equip,20817
20202871,12/08/2020,01/04/2021,2020,Industrial/commercial   Electrical Amp Equip,20871
20231387,03/29/2023,06/01/2023,2023,Residential   Mechanical,20904
25215,07/08/2011,07/20/2011,2011,Residential   Construction/repair/demolition,20817
20211843,06/07/2021,07/19/2021,2021,Residential   Construction/repair/demolition,20895
20191471,04/09/2019,05/23/2019,2019,Residential Muti Tenant Dwelling,20902
20221831,06/21/2022,07/20/2022,2022,Residential   El  Amplification Equip,20902
2014640,05/07/2014,05/20/2014,2014,Industrial/commercial   Equipment Noise,20854
20221607,05/09/2022,11/17/2022,2022,Waiver Request,20910
23123,03/31/2010,04/08/2010,2010,Industrial/commercial  construction/repair/demolit,20861
22512,10/09/2009,12/10/2009,2009,Industrial/commercial   Electrical Amp Equip,20815
15605,11/30/2004,03/28/2005,2004,Residential   Motor Vehicle Noise,20841
25629,10/31/2011,06/08/2012,2011,Industrial/commercial   Equipment Noise,20815
20222231,09/15/2022,09/22/2022,2022,Noise Industrial/commercial   Leaf Blower Noise,20814
111,07/11/2000,09/05/2000,2000,Industrial/commercial  construction/repair/demolit,20815
20232199,09/05/2023,11/21/2023,2023,Industrial/commercial   Refuse Noise Collection,20815
20162593,12/15/2016,04/04/2017,2016,Industrial/commercial   Electrical Amp Equip,20850
25630,10/31/2011,05/02/2012,2011,Industrial/commercial   Electrical Amp Equip,20886
15815,01/18/2005,09/12/2005,2005,Residential   El  Amplification Equip,20886
24697,04/22/2011,05/09/2011,2011,Industrial/commercial   Equipment Noise,20814
20241148,02/02/2024,02/14/2024,2024,Residential Muti Tenant Dwelling,20855
10715,12/07/1998,12/21/1998,1998,Industrial/commercial   Equipment Noise,20874
20202136,07/08/2020,08/06/2020,2020,Residential Muti Tenant Dwelling,20886
20141044,07/25/2014,01/27/2015,2014,Industrial/commercial  construction/repair/demolit,20814
20352,05/13/2008,07/07/2008,2008,Residential   Motor Vehicle Noise,20902
20202048,06/17/2020,07/09/2020,2020,Industrial/commercial   Electrical Amp Equip,20910
9881,05/07/1998,05/19/1998,1998,Residential House/yard,20876
20181560,04/16/2018,05/23/2018,2018,Industrial/commercial   Electrical Amp Equip,20874
11291,04/08/2002,04/15/2002,2002,Industrial/commercial  construction/repair/demolit,20817
20201870,05/18/2020,06/02/2020,2020,Industrial/commercial  construction/repair/demolit,20850
20439,06/03/2008,06/18/2008,2008,Industrial/commercial   Equipment Noise,20814
20241803,06/10/2024,08/26/2024,2024,Industrial/commercial  construction/repair/demolit,20814
7980,12/30/1997,01/13/1998,1997,Residential House/yard,20852
20212624,10/26/2021,11/18/2021,2021,Residential   El  Amplification Equip,20901
